abname	spCorr	p_val
X14.3.3_epsilon.M.C_GBL9026348	-0.0486324429512024	0.893867783280504
X4E.BP1.R.V_GBL9026169	-0.212121218442917	0.556305763058156
X4E.BP1_pS65.R.V_GBL9026170	0.381818175315857	0.27625534225124
X53BP1.R.C_GBL9026171	-0.393939405679703	0.259997751350023
ACC_pS79.R.V_GBL9026172	0.381818175315857	0.27625534225124
ACC1.R.C_GBL9026173	0.733333349227905	0.0158005928169744
AIB1.M.V_GBL9026302	0.903030276298523	0.000343612565232743
Akt.R.V_GBL9026174	-0.284848481416702	0.425038160716097
Akt_pS473.R.V_GBL9026175	-0.527272701263428	0.117308086962265
Akt_pT308.R.V_GBL9026176	-0.66060608625412	0.0375883675272259
alpha.Catenin.M.V_GBL9026304	0.802435338497162	0.00521145970824932
AMPK_alpha.R.C_GBL9026177	-0.182371661067009	0.614067755521479
AMPK_pT172.R.V_GBL9026178	-0.58787876367569	0.0738777217256548
Annexin_I.R.V_GBL9026179	-0.0424242429435253	0.907363816683007
AR.R.V_GBL9026335	-0.793939411640167	0.00609992135778858
Bad_pS112.R.V_GBL9026336	-0.127272725105286	0.726057019277377
Bak.R.C_GBL9026182	-0.309090912342072	0.384841224999186
Bax.R.V_GBL9026183	-0.551515161991119	0.0984011689489896
Bcl.2.M.V_GBL9026303	-0.842424213886261	0.00222003275351312
Bcl.X.R.C_GBL9026338	-0.793939411640167	0.00609992135778858
Bcl.xL.R.V_GBL9026339	-0.733333349227905	0.0158005928169744
Beclin.G.V_GBL9026330	NaN	NaN
beta.Catenin.R.V_GBL9026194	-0.00606060586869717	0.986742911614744
Bid.R.C_GBL9026340	0.818181812763214	0.00381492051076338
Bim.R.V_GBL9026351	0.648484826087952	0.042540137217344
c.Jun_pS73.R.C_GBL9026231	-0.745454549789429	0.0133301454837775
c.Kit.R.V_GBL9026344	-0.781818211078644	0.00754700402031316
c.Met.M.C_GBL9026314	-0.187878787517548	0.603217610738661
c.Met_pY1235.R.C_GBL9026236	0.030303031206131	0.933772956124051
c.Myc.R.C_GBL9026241	0.866666674613953	0.0011735379121256
C.Raf.R.V_GBL9026278	0.272727280855179	0.44583832744257
C.Raf_pS338.R.C_GBL9026279	-0.0424242429435253	0.907363816683007
Caspase.3_active.R.C_GBL9026352	0.200000002980232	0.579583994232178
Caspase.7_cleavedD198.R.C_GBL9026353	0.915151536464691	0.000204472206099204
Caspase.9_cleavedD330.R.C_GBL9026193	0.0545454546809196	0.88103618086816
Caveolin.1.R.V_GBL9026195	0.600000023841858	0.0666879863281258
CD31.M.V_GBL9026349	-0.612121224403381	0.0599721359081791
CDK1.R.V_GBL9026196	0.333333343267441	0.346593491825057
Chk1.R.C_GBL9026197	NaN	NaN
Chk1_pS345.R.C_GBL9026198	NaN	NaN
Chk2.M.C_GBL9026306	NaN	NaN
Chk2_pT68.R.C_GBL9026199	NaN	NaN
cIAP.R.V_GBL9026200	0.563636362552643	0.0897240290701318
Claudin.7.R.V_GBL9026201	0.612121224403381	0.0599721359081791
Collagen_VI.R.V_GBL9026202	-0.66060608625412	0.0375883675272259
COX.2.R.C_GBL9026203	-0.24848484992981	0.488776301908481
Cyclin_B1.R.V_GBL9026204	0.951515138149261	2.27985739738035e-05
Cyclin_D1.R.V_GBL9026205	0.272727280855179	0.44583832744257
Cyclin_E1.M.V_GBL9026308	0.769696950912476	0.00922195550412752
DJ.1.R.C_GBL9026206	-0.41818180680275	0.229112854966206
Dvl3.R.V_GBL9026207	-0.115151517093182	0.751419648245182
E.Cadherin.R.V_GBL9026188	0.769696950912476	0.00922195550412752
eEF2.R.V_GBL9026208	-0.345454543828964	0.32822651390012
eEF2K.R.V_GBL9026209	0.158055439591408	0.662762300824027
EGFR.R.C_GBL9026210	-0.721212148666382	0.0185731484538234
EGFR.CST2232..R.C_GBL9026334	-0.600000023841858	0.0666879863281258
EGFR_pY1068.R.V_GBL9026211	-0.551515161991119	0.0984011689489896
EGFR_pY1173.R.C_GBL9026212	-0.842424213886261	0.00222003275351312
EGFR_pY992.R.V_GBL9026213	-0.866666674613953	0.0011735379121256
eIF4E.R.V_GBL9026214	0.0666666701436043	0.854813080743902
