ID1	changeInclude	change	FDRp
Mcl.1.R.V_GBL1033861	6.32436233122691	6.32436233122691	0.236747863505009
MIG6.M.V_GBL1033905	5.66150198793254	5.66150198793254	0.172690453946161
PRAS40_pT246.R.V_GBL1033737	5.43957052637091	5.43957052637091	0.236747863505009
p21.R.V_GBL1033880	5.20040698268105	5.20040698268105	0.622248509385228
PKC.alpha.M.V_GBL1033894	4.73498797138705	4.73498797138705	0.236747863505009
FoxO3a_pS318_S321.R.C_GBL1033796	4.38134241212408	4.38134241212408	0.52982432672057
GSK.3ab_pS21_S9.R.V_GBL1033797	4.36748522868702	4.36748522868702	0.686030192712752
PEA.15_pS116.R.V_GBL1033790	4.18156374341901	4.18156374341901	0.455134141462261
mTOR.R.V_GBL1033803	4.17183933389011	4.17183933389011	0.381129642011002
MEK1_pS217_S221.R.V_GBL1033828	4.04445734754286	4.04445734754286	0.690713126176509
p53.R.C_GBL1033956	0	4.02669482504034	0.52982432672057
p27.Kip.1.R.V_GBL1033778	0	3.98128125649909	0.652824875487491
VEGFR.2.R.V_GBL1033731	0	3.93322858779719	0.422121009762583
mTOR_pS2448.R.C_GBL1033804	0	3.81729032753188	0.686030192712752
PDK1.R.V_GBL1033813	0	3.6039686111854	0.422121009762583
GSK.3b_pS9.R.V_GBL1033831	0	3.36777941890835	0.745315164571493
PMS2.R.V_GBL1033867	0	3.18880155252062	0.52982432672057
PARP1.R.V_GBL1033887	0	3.04131801852131	0.52982432672057
G6PD.M.V_GBL1033940	0	2.99371539502265	0.547617567886387
ARHI.M.C_GBL1033929	0	2.98578703924324	0.52982432672057
Ets.1.R.V_GBL1033886	0	2.97790749997094	0.686030192712752
RSK.R.C_GBL1033739	0	2.94607401048079	0.690713126176509
SCD.M.V_GBL1033945	0	2.86939845588651	0.563581504617997
Porin.M.V_GBL1033946	0	2.82275546037152	0.52982432672057
YB1.R.V_GBL1033732	0	2.79996261335583	0.622248509385228
BAP1.M.V_GBL1033930	0	2.75127816141396	0.52982432672057
p70.S6K_pT389.R.V_GBL1033811	0	2.69458944820874	0.745315164571493
c.Met_pY1234_Y1235.R.V_GBL1033735	0	2.66189137854646	0.745315164571493
