ID1	changeInclude	change	FDRp
Chk2_pT68.R.C_GBL1033688	6.0633427628893	6.0633427628893	0.666152756007264
p21.R.V_GBL1033880	5.69693907168623	5.69693907168623	0.989270453634009
Caveolin.1.R.V_GBL1033687	5.46154561357524	5.46154561357524	0.840578512766759
RSK.R.C_GBL1033739	5.15627360223098	5.15627360223098	0.629790713002525
GSK.3ab.M.V_GBL1033941	4.86547661140702	4.86547661140702	0.452506805081956
PDGFR.beta.R.V_GBL1033862	4.7719575048466	4.7719575048466	0.666152756007264
p38.R.V_GBL1033807	4.55929286867153	4.55929286867153	0.851092603775764
ATM_pS1981.R.V_GBL1033875	4.53872562807864	4.53872562807864	0.367863183658425
INPP4b.R.V_GBL1033826	4.47519616465202	4.47519616465202	0.695465615999515
Bak.R.C_GBL1033678	4.42091327937706	4.42091327937706	0.239182616613822
PAI.1.M.V_GBL1033891	0	4.40897532428	0.93490502470049
Cox.IV.M.C_GBL1033935	0	4.36091083028877	NA
N.Ras.M.V_GBL1033944	0	4.2529061946403	0.825191597944072
EGFR.R.V_GBL1033837	0	4.19849849924256	0.990146137863389
TWIST.M.C_GBL1033888	0	4.11549520714565	0.983177251266252
MEK2.R.V_GBL1033866	0	3.95976812300038	0.894347940243774
ERCC1.M.V_GBL1033939	0	3.92292023278916	0.201479163111707
SF2.M.V_GBL1033906	0	3.89974615455353	0.441246333691775
JNK2.R.C_GBL1033799	0	3.84580221072622	0.740503087017775
X4E.BP1.R.V_GBL1033914	0	3.82498546329403	0.335438332424744
NDRG1_pT346.R.V_GBL1033842	0	3.73559010297584	0.695465615999515
BRCA2.R.C_GBL1033740	0	3.72372004726162	1
Mcl.1.R.V_GBL1033861	0	3.63384014979832	0.201479163111707
JAB1.M.C_GBL1033943	0	3.45924654182275	0.441246333691775
p53.R.C_GBL1033956	0	3.33100443730657	0.932490021553748
Gab2.R.V_GBL1033786	0	3.16187294131853	0.532505174428006
Akt.R.V_GBL1033833	0	3.04784690728301	0.629790713002525
GPBB.R.V_GBL1033868	0	3.04503335853307	0.441246333691775
DJ1.R.V_GBL1033777	0	2.89134939473405	0.744303522161073
CD29.M.V_GBL1033911	0	2.81808082439016	0.27865885358097
G6PD.M.V_GBL1033940	0	2.73254985278619	0.657314797492044
Rictor_pT1135.R.V_GBL1033845	0	2.66030075077766	0.637145063758137
CD31.M.V_GBL1033933	0	2.58078704674025	0.470802233492404
