V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
X14.3.3_epsilon.M.C_GBL9026348	-3.42639734904411	0.0228672173865692	2.47917859940198	-0.94241527138672	-0.406575419017317	-1.36870646856431	2.83504116422908	-2.63165439670989	-2.8004582802365	6.67457674252279	-1.0193446833615	1.69367108087634	-2.60622281478658	-2.64414097132006	-1.3129775591227	-0.183035663234918	-5.12092941434332	0.672326123153965	2.03538662217947	-0.00819250113762882	3.35373679162499	-0.333746780574377	-0.515806571312118	-3.38263440405002	-3.36841625734926	4.7536666353479	0.957162119154279	-1.9465919397686	10.0592689682863	-0.0763121072020345
X4E.BP1.R.V_GBL9026169	-0.777740757515661	0.806255689174116	-1.29087517623077	1.62989218595298	0.068336103301128	3.41929095753461	-1.31931339517952	0.724580742666557	-0.167920956760017	-4.08213378110931	7.33387955659299	-5.03872879875208	-0.630519614208023	0.907647504052604	-6.15432269232988	-2.94994681089149	-1.43512436697075	5.22498468847878	1.2899524177492	5.40116988244143	0.691742572988404	-0.622080635367986	-0.560946561282596	3.74171959891221	5.44132647132119	-0.705774673908876	-2.59293161282839	-6.50259820771412	1.34863796601473	0.542756431620502
X4E.BP1_pS65.R.V_GBL9026170	0.603807749986446	-0.292632141855721	0.378693065068735	0.907834557420625	4.32521327982884	0.99513122264837	4.79664263772221	1.51112562397062	-0.887724842420785	7.60216633431364	0.0799275402375492	1.84046635900846	-2.92980212751275	1.04798971866222	0.925062094045837	5.0266551589471	1.55766976390647	0.119075079628558	2.37869584401412	-0.205241524958864	-2.00048348671069	0.506385068873024	1.0054075665621	-1.24825302007006	2.19551462782995	-1.88251867330012	-0.595211940591748	4.19873290625773	2.82650730301503	-6.6608356011091
X53BP1.R.C_GBL9026171	-4.54069465058631	0.419642910154232	-0.524140517618665	-2.22072795003289	5.95719907711519	0.425774591671951	1.1120820494517	0.0407757095033104	6.57989892014318	0.450090229047266	2.10180085445925	-4.16712662044133	-0.248555205028053	4.56045839731356	-1.02161278016741	0.556899614708992	-0.526684024497144	0.360851406603777	4.05944766707622	1.17374780855618	-3.59501901618555	2.20352228839212	-4.77697565101179	3.11447407668678	-10.6543958526046	2.34600782880749	-0.564806465538274	0.872158997858345	-0.453109287850717	-1.00146028739449
ACC_pS79.R.V_GBL9026172	-0.365968343174854	-0.0846458004030593	1.83487945090853	5.49812187181154	-2.13588565150892	0.678831985664834	2.56904026256516	2.2786234940389	1.05451173331825	0.503732015372305	3.18469339453847	1.83345001365925	-1.33387196655344	-1.19515696500654	-3.26763688891063	5.58478325819636	-9.85631833206311	-1.3779879411523	4.16532398645889	-3.55164196213776	-2.70900394611049	-3.18880033886584	1.81667730637768	0.727532128926082	-1.48098711207996	-3.58634865308795	1.65659280119907	-6.15370397473496	-0.523616952505213	-0.34441859624107
ACC1.R.C_GBL9026173	1.05850020226111	3.78200110639225	2.33749623912111	1.01805743677431	-2.17242685590314	-5.20823759407796	-3.60805206618336	0.154452089170813	-0.967535572416741	2.1706630138077	0.895998153668843	5.68292257859839	-1.78205473564118	4.71556077379057	0.893070869453054	0.913488688327549	-2.20534704194394	2.15553249923166	2.42022865614901	-4.50944562865997	0.462403803500785	2.00325424353985	-5.11061452889212	-0.304249537003175	0.375029742048407	2.75310544211621	-0.787166945307412	-3.60651040749857	-2.76526130669472	0.246377492654174
AIB1.M.V_GBL9026302	4.04598443433107	3.7151896751606	2.64768977728042	2.84651423789676	1.87774749095536	3.78314936077873	-1.28806453430368	-1.17405541885543	-3.91528086882401	-3.04393011617626	-0.348587225543898	-3.84584156040307	2.6224699760318	-5.17094984920928	1.59698878829145	6.04369163942819	-0.552229957428631	-0.250671631096354	-0.857415342517806	-5.41622903322442	5.15634394778109	5.94098342887722	-0.647389917606971	1.65426595404256	-0.362193174732493	-2.68622688487981	0.96129692601979	-0.905673868773934	-1.02864529701712	4.22291182840911
Akt.R.V_GBL9026174	-3.69493282457544	-6.88047749547365	1.86564097010978	4.31846770393421	-2.58952428503938	-1.76590589048463	2.00267040936983	1.30086697243126	-5.53052880391064	10.226333856271	1.66427477878601	-2.26376929754257	6.13991579394289	0.450176181065943	0.611098827882207	1.22383073101069	0.544253926137019	0.365413076202531	-7.9906131226887	1.99984187014031	-5.88391286072521	-0.838355567111947	-4.20058047070994	2.94872482355376	-4.86382773142266	-0.408863980046322	4.17654843655949	-1.48456695758165	-3.38389783708407	2.46074344263135
Akt_pS473.R.V_GBL9026175	5.25118374686691	-1.48618365340661	-4.38043138146705	-1.98062569638519	4.96674379028621	0.00495383302501548	-2.8390719930277	1.51103642813552	0.809907381077432	3.11093727683592	3.29239158108906	2.99588026362379	3.28490380105626	3.18698711498564	-4.03759329255977	0.842331426087422	-2.97574907557657	0.465603606495202	0.287487966701012	-0.212292931510588	7.30834159708423	-0.97385107143367	-1.81483169386291	-1.56052845367392	1.42643041122544	0.533158172842562	-3.37450275589838	-1.61335658333298	-1.48339640589404	0.872606357107866
Akt_pT308.R.V_GBL9026176	1.86853708769125	0.944606958281587	-1.17188309929931	0.780101176495784	-2.9517141717996	-3.37832594299653	-1.48167130611484	-1.97839557056872	2.06015576975247	2.2834310961374	-2.33885849315133	-1.44516012962225	6.7613687994049	0.737248887890593	-1.39942825189453	-3.20477185703189	-0.245993456474693	0.966888814435039	0.0997451044826343	-1.93193188076676	-0.882332135273594	-4.48074533573397	2.55895079830605	-0.835253686542156	2.54401100350971	-1.57275378058069	-4.47305550026075	1.1563726379736	2.64153567863658	1.31175133241981
