V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
X14.3.3_epsilon.M.C_GBL9026348	3.27567678892362	-5.23062915866243	-5.45396439358075	2.53469536183481	1.70441704735005	-0.130133015789769	1.17808683190588	-8.99258345620184	1.23860762625802	-2.41965668956014	4.63163187437821	-2.5051403849667	-0.904129160794641	-0.834492799681513	0.225440545112607	-0.0174169740310839	1.31636938726304	3.8765289042394	1.45796659931422	-2.19227553137708	1.2747429695401	4.92964012337368	-3.55681876195695	-0.223869991971872	2.31350585501656	-2.21954622932459	2.53222191823603	3.75927209567784	-3.36026995857494	4.02953242203054	-0.979939439000669	1.59039186665522	1.3384755814641	5.80885573108206	-2.05735961445415	2.7514919568071	1.48382980667647	-5.28722422124239	-0.827014174659537	0.717057690661447	2.4445009148108	-3.23721366606521	-4.91055601942537	-6.98873761755135	1.3148555288941	2.99885143761056	0.234284204926049	3.4813642044334	-1.78008805375645	0.792428650551685	3.53861376724789	-5.4604812686969	2.66594539461827	-2.005376642374	-4.57910767095325	0.69293952064672	3.44382583274015	1.19146398819081	-5.71761998758025	-2.12030467902734	3.5672016697037	7.21567427356717	-3.53456479573308	3.11868788637868	-2.69414997558948	0.104612581104698	0.765284453071904	-6.60436396160694	2.07523573544353	1.31064873108553	0.714713405665335	2.52075213088388	-1.45404380717073	1.57419826670283	-0.173726802020178	1.68851288878345	1.06597393137588	-1.50807897327654	1.55964123490055	-5.31120625801931	0.241446545820327	-1.97292620258729	-1.83312090784864	-3.24772134764366	-3.55546984561652	2.992085375819	2.16848379032971	-4.71882181728451	3.95279347222974	-2.56782013037241	1.58829049670212	2.36581918382221	1.75694491743831	1.85054824942015	-3.84631698383453	-1.34730251084357	3.15214141368312	4.15873776574677	0.956363453802159	-3.3168680536016
X4E.BP1.R.V_GBL9026169	-2.79845173344182	5.43699406202552	2.84414357277261	-2.35266071563681	-2.67614272404954	1.26874837352172	5.05299043507342	-7.79527050661887	3.49150037214746	-4.66291605586032	-0.695619307104161	-6.61753427469878	1.87512102768807	-0.528841958507576	-0.0454147650706463	-1.07514239171184	-3.49491611536523	-0.754407702244759	-0.157579628493998	-3.06279266580427	1.83648119885295	4.74667544077588	-2.71419575015641	-0.485014142574695	0.734301025351223	3.06258875995027	3.37420933661278	2.34554136637567	0.528055252751313	0.455880876028215	1.55412107830901	-1.09490153894351	1.22725340458408	-0.0177189050439903	6.11219138553576	-0.109009129456638	5.44758480078247	2.77059004887953	3.20895980041313	8.75835351534721	-2.16556166887408	-0.341789392847257	-1.45934896940439	3.86308666349556	3.04304120416011	4.38757613522358	-0.0348283278722361	0.776306697536177	-2.15349502631477	-0.683964683581123	-2.02822809192034	-4.33529382144398	-2.33456597946632	2.09673200766005	-3.42494073536914	-3.16357400315715	1.47272578244675	-0.538482044420504	-0.440252662077931	-1.88984028627581	-0.206470611387199	6.95092999952727	2.10266601627779	6.73118595325577	-0.548052202591821	-4.74277096841106	-5.01897691533402	-0.682676890523959	-0.174452911740614	0.874265440796433	0.948717849520779	6.65867280773314	-0.77669955243855	-2.63566362900253	3.61836940653288	-3.2800873102354	3.57453186403238	-1.26235639213787	-2.52063065655965	-2.200500204804	-1.54983687758898	1.95338979359885	3.99018111658976	-2.71942389585053	-1.83228627722197	-2.04512919316761	-0.647068662956457	-0.0646519446339094	-2.14954056581498	-1.42279694602759	-2.33073763974815	-5.54744197921165	-3.05312031998692	2.35082528275296	2.06490122287681	-2.93953097661094	3.36508346369512	5.26400541230784	1.30130411983601	8.26413901844069
X4E.BP1_pS65.R.V_GBL9026170	-6.41663500473763	-3.35704209656399	-2.31033873873498	-6.62644082771641	-1.11697251490858	1.5083943989794	2.40575090926677	-8.71235889026463	1.1273929067531	0.755794942496616	6.45878859223504	6.06025819893071	11.2240816950188	-1.29089984335737	-3.56597313548625	1.27541343698587	-13.4230916507799	5.22798119505588	7.52361887021183	10.6114674986471	-0.196846776163392	3.02307401142701	1.77402707032748	-0.774873261092846	-3.39741327268605	-0.530811737075771	2.71494489290005	-3.34769610984568	-9.40301866031382	5.13020235938493	-9.15727289752272	-6.46843958086923	5.93426838812092	-3.47216018318538	9.20437742070484	0.509506875986332	0.226626724374412	11.2262672586521	4.35360421767727	0.436444632985486	-5.00175971658304	0.0670230348811702	7.63213395089363	-0.10200164989108	4.56198043094718	0.431852726607874	10.4800620972935	-8.65292163084656	0.980918934868599	-1.89632724746621	-0.829551383048643	-6.67390388170859	1.77024789929185	3.26790868531694	-12.3289040919072	6.87551462346341	-5.50078232263807	6.37955996045455	-1.02110025660425	11.5304959995966	-1.2020253381874	-0.921733021053774	0.525063279855818	-3.42834704100168	0.297937535306216	-2.59868633077975	-7.02285577786839	-13.8715618863882	-0.237403793027676	-7.45222305109828	-0.714295882726113	-0.807416805027109	-7.41570211349863	-1.15649876267324	-0.395743703419282	7.3960596093931	-5.94642872646537	4.11133185380361	1.15844076885507	-7.23044485852947	5.92223342587015	3.65008390592277	1.84472478206345	-7.9050474047167	-2.42307824187227	5.40835686807499	-1.6593611442734	-0.015504796859134	1.29564088704289	-3.28375156975473	5.93315302261177	2.36970356845207	2.96494466261067	-2.89304284753463	3.31647799861303	2.56946305292477	-9.84606657735109	0.692837776362484	-0.458453629057235	-4.12881042598815
X53BP1.R.C_GBL9026171	-6.1506521013665	-2.12890121201912	-5.77225406297058	0.835722248080093	5.67784590233788	0.308301791081531	0.881970835503426	-3.71671510330915	-4.83281606145142	-4.68785968975836	2.67514696042201	3.78173774398854	6.53471052662277	1.40801825208683	3.87701673454661	-0.699963242542551	0.646794911629187	-0.147734941909275	-0.255277720090926	2.36689424001184	-1.85802018782576	1.39629150350876	-1.53646978611265	5.92138523357007	1.78166716552914	-0.346732154967682	7.08751077364045	-5.05727684308714	3.58568732052778	0.394881595521982	3.54131213366509	3.1388830635994	6.46918632435005	1.99829978462828	-0.146394019081829	1.5242378521403	3.27485154193783	1.18817426263138	-2.6180833586191	4.03948580825492	2.28155791876965	0.954431661011515	-0.749778254370902	6.85457276330606	-5.62362559560731	-4.22457884346739	-3.60606643583301	2.98678402377487	1.21518691514353	-3.00512071141978	-1.33921035485138	1.45622308437301	1.67110170172567	1.4568523722595	-1.22960666317179	3.75954268913796	4.846825788171	6.19333829489772	0.516613031352118	-3.46495253298238	3.3571969625787	-4.83238891128191	-1.75982251327288	5.10324439695051	2.84331044976444	-4.15797584901798	-1.62843317802126	2.06311560909033	-5.59066483805119	-2.96117906168923	-3.66109950786889	4.95288954214119	-2.01017984354182	-0.192544532459901	1.79179843636815	-0.219381732737338	6.73368236406385	0.927955712415986	-0.722151261939531	-2.17661860967069	-4.87728131514516	0.77557777242344	3.19116398411265	-1.49920046640241	-8.93850391465285	0.604867689833945	-1.53920516474525	-1.20575595070075	-2.34594590905619	-3.40179287104457	-0.24554091786611	-0.579245013425189	-3.90710238755389	-5.82873398435177	1.30908542809484	-5.34932173712164	-0.440297926069916	3.81189963862695	-2.78329184666804	1.28196637565323
ACC_pS79.R.V_GBL9026172	1.42251298255948	2.21099533790738	1.70185838725036	-2.45294340603399	-2.14302703858546	-0.180667460384977	2.44147666114639	-5.66266417253143	-7.65261219690895	-7.66947034694306	-2.19451618632644	9.09198516663756	2.99197838130953	-0.680242169098112	-2.37612874808561	-0.526570880677228	-0.746875635205095	2.46040928175108	2.17031645875381	-5.91496008881197	-2.30319074496223	1.67591466480921	-4.38559133400475	-5.98294162473209	-2.01404001657713	2.28398948844656	-2.8188713073097	-10.7110582045017	-1.0380637625685	2.43747758269019	7.79485491497595	2.25850275634085	6.72619270816783	3.37219586299203	1.31261126906416	0.958816661317119	6.76251363839441	-4.56325878422057	-1.68968109714844	3.78513325614469	4.32484919899964	5.43174506802086	-1.20267140373097	-0.36781323510351	-6.65104374792398	1.07409750832649	-1.85343525305804	3.83981208200272	1.83510050382189	1.12334015682888	-7.66570612570578	15.1832643659087	0.0332746007481882	3.07624635284294	-3.75908567167676	0.059305192532759	2.11156131585406	10.3872925591694	-6.55107943092328	0.66276670139547	1.55793552111311	-3.12175880638292	2.03645767793255	2.12275657389717	-0.804430909370221	0.322402799081589	3.36920080367664	5.74827344762808	-0.0632557118314591	11.7609380457372	-5.5446308412732	-4.69968071536633	1.38497726284541	11.2385290353234	-11.5006388874621	-5.07980864575442	1.9893026849809	0.197812722316394	2.26318033479807	-2.06429729931752	-6.30369605801234	4.43687173932437	-3.10984677664754	4.25727329085026	5.94151485940183	5.44220771591224	11.1488794347554	4.59159923215995	4.17208655034005	1.18581657129114	-6.98967916394659	-2.73713944265282	-2.34092958660465	3.97502892484627	6.66284271993343	-0.681855776766442	0.378556068839175	5.47299831694826	-2.10789133830455	4.91056431050799
ACC1.R.C_GBL9026173	3.58223531101225	0.719696135228799	4.07068887934039	-2.76239874637476	-3.28146171591548	5.82355900414237	5.52436288172144	-3.24141145438274	-3.89003169806886	-3.84040433652588	3.89489499876463	10.4687114077298	7.71488565546401	-4.52463408591651	-2.0639636002058	0.713182180281518	-0.140787414162794	-7.71751806823645	7.37042288883949	1.74914838019665	-0.422716121025844	2.20050889632287	-0.626172137864608	-0.441418271692697	-1.77063159328496	-3.52906683249146	0.136125070874848	-5.93169001878694	1.85886105288292	-3.01833621679537	-1.84697382310416	0.750353234350761	8.14771697880168	0.125231990879533	-3.26968170754856	-0.611187211048271	8.89835419062527	2.46879856560806	-5.77320736435539	-4.03518606590543	7.13798668625953	0.596200223288409	2.83052957073002	-0.762151715080684	-8.37629563222851	4.94661160524961	-0.00532009749364154	3.19777322239487	3.96800996868783	-8.4271778439689	-8.53832758282364	2.03616065253572	0.457937807335897	1.37782457941778	2.89948894376626	1.98881546631737	-3.93981907261126	0.536534473999634	0.229988998031827	0.385130965505463	-2.82750603769019	-8.03118209206429	1.45959544368646	3.07432455185834	1.23535581612915	6.02687252438333	6.04555206241738	4.18835213467864	-4.6359067944332	2.34818605970665	-5.54013612966163	2.68347832330084	-1.66602458555163	6.43509927032862	-1.21676861938283	2.38199984896365	-0.500036210666771	2.65651269564511	0.728807873989666	1.49271418188338	0.735527492652258	-8.24276739604498	3.16430398270668	1.78034577797577	-0.401409750518343	4.08499094037711	-1.19627475203927	2.68585963604584	8.42079673894494	-5.18918488150173	-11.2918636932933	4.06150954971079	-4.03960310305146	1.92368671956093	5.49431018145504	0.667665396520346	-1.09122838204323	3.86752063481704	-8.59276516009638	8.22070594276121
AIB1.M.V_GBL9026302	-3.41363630928772	-2.41782651945457	-3.82787784151552	2.11873237941362	-0.607029230699953	-1.57077263807422	-0.670185055449416	0.449675311150068	-4.79654421713829	5.41906921938367	3.09305160833105	-1.59883662068566	-6.14111803159396	-3.19323664924367	-2.57756680766814	3.07382126069666	-2.35575424989406	0.674658138929191	1.5274904294246	2.83953367928669	-6.18429629684286	-3.46267518013925	5.9921701431403	1.301050344118	5.0964547855951	-2.12348048453301	4.52220261361405	-1.75444652084327	-0.685814740899057	0.581763030866586	0.605101759903626	-0.980550334882033	4.84662631975889	0.138077949363314	2.76390148309203	-3.03890007653731	-3.00157884763614	-0.470151535084962	8.35510651068937	4.36563546745702	-1.10681377382197	0.97234390301729	-1.01882366439042	-1.3186773530328	1.61611491898136	-3.47908606993009	2.69592331992578	0.43225687744067	3.6758002566172	-4.7302079447402	1.57216686726572	-2.91383940600308	-4.4159139976472	-3.13678117957482	4.95864860653264	-2.04194226572563	-2.48239067260464	3.42369753109386	-0.522373351408834	-0.194570441625491	-0.0875640558164385	-1.81749651650284	0.692603310546339	4.43395459293133	3.96242049844138	-0.0294332895326544	0.703682633854225	1.55280568526198	1.64074057932331	2.84872614147885	3.80142603178622	5.88850670223997	-8.96789074237565	4.62642817222161	2.89375067355019	1.12122818207756	0.172839995642591	-0.432971215403021	0.939751946576617	-2.07220606547161	6.34999972547089	7.97243851110789	-0.121150013616808	6.61893527390537	-1.66632775823367	-1.3580837954891	6.3798678568481	-4.69681672726409	-1.43245211435001	2.78609668041153	-1.91160663934677	-1.72004676220242	-1.98460046732607	1.76160435623058	-1.65424721897315	-5.98517619297208	2.36667629403427	-1.84852729891801	1.2791923721583	-2.72147206572197
Akt.R.V_GBL9026174	-0.595559986083229	2.51197882466293	-0.38270325795463	1.55720144213109	-0.990825513425231	-3.9440979928566	10.8681984507058	-1.93393267919846	-0.627556000522095	-4.92874588263019	-0.648768751487305	2.06181889242975	-1.7896883597568	1.49806339064583	-8.19644744775428	1.74795904807408	4.00853910415533	-1.03937025739855	-6.56162949751192	-2.49386820254852	1.92278355181849	-1.72851443700999	4.67753117826349	2.6459657853805	-0.476211321577201	-0.996823226855059	-1.36309387259388	1.09447002086903	2.19871669765379	1.15800812177867	3.62669915206914	-3.75139088668639	-2.27955145405489	-6.92844744806721	-1.71415521506317	1.96119758963824	5.32791967110052	6.26016006544516	-0.932862687756031	-2.41700628562628	-1.50252856192424	-0.443070944449852	7.53991525893114	-2.51728042956424	5.67142435222915	-2.17426346274902	2.61802244431169	-1.47340510891161	1.21234574492484	5.35575347547348	2.19684666142052	1.76757873325955	-1.1833381480603	5.88650519977027	-1.82678657280537	5.50068429082125	1.25145796867922	3.45166398113516	4.40467833025898	9.61213093819342	-3.50246424835327	-4.01220690702555	0.788263969509253	-1.64417971505437	-7.21608568420889	3.82547849693749	2.37171348600699	-10.5086583807853	-9.10675359893459	-5.813880884759	7.14456114602733	1.10909994587936	1.85812459189744	-2.31585462748665	-6.0721095564053	-1.37581323767426	-7.82845672894272	1.87549088137166	1.83842067925286	-1.88217593115263	-1.21106777421165	-2.98712308383578	-0.054163534110485	5.83551741548326	-0.784853227478151	0.665431001500525	3.41055232710409	2.80959100993098	1.54576207832072	6.36854137636754	6.62272116681513	1.81279567558448	-0.817742525299075	-0.89104995770667	-1.22636916203149	-0.362217923674834	5.28859059861655	-4.90280163516335	-3.03050916071977	-2.50544616590211
Akt_pS473.R.V_GBL9026175	2.9802291585458	0.610364966764767	5.82330007946891	-2.20831141734318	-12.6600047539452	5.09083022519846	-4.52199392308727	-2.36872531323091	0.333373038240498	0.781748894629933	3.63342558879553	9.01059991997223	12.484770724456	7.49137202858346	-15.1664798534606	-2.76508659802006	-3.25925048109155	5.45941333778963	-2.55373548497855	10.7876947061974	23.5697965563969	6.11574460296137	-7.86625070577402	12.5259425971424	-3.51267100969608	9.09171268609942	-0.145557173931394	5.74369003450803	-6.63095650675753	-4.20164407717033	20.2080040741323	-1.79321746173183	-3.71982752360928	-21.3290993964654	17.2315999954726	-1.96060184486636	-0.541896733132941	2.12814033264604	3.6270716458458	-1.48974581291025	7.90704566016089	-13.5008218882241	-5.51536444574022	-9.36371896029607	7.52065153358059	-5.10317919823458	20.5807239784873	-5.65652876724149	-2.28903900247804	-2.22637730844159	-10.1909886768113	-5.66790545726604	16.7463432203795	-16.432367800988	-4.5636949294668	14.3984435022742	5.03139988017564	16.5997223034666	-5.24876015183918	0.958300138936434	2.82426432012224	9.21245345230525	2.0743865331741	-0.0944021642735003	13.4787940607611	-17.8278978922405	-9.28964083669746	-1.55574293854687	-10.694617099904	-3.62828320975223	8.86614566196788	6.49172105225989	-13.9254795450108	-3.44608765182264	7.25339542625054	-3.16352535445504	-3.92756602190299	7.84191564293329	9.88039461684793	-7.57531864419971	10.1961937581195	-8.44394264626645	0.162509983369733	-0.126841980386603	3.90315291010419	-6.37374268652382	12.3166574976348	-6.63621746022629	3.68044886671975	3.38999378180989	12.6195687903293	3.08471682076074	0.208523337117347	-6.36185851774151	8.45563342850899	4.93557610469317	-12.0625532237871	4.38186424206848	0.548072166364043	-0.280733601845347
Akt_pT308.R.V_GBL9026176	0.241782150416571	-2.21032443785394	13.3982540981821	-0.890945028644501	-5.58756746527626	7.70433809444516	-9.61713455649423	2.29482841390612	-1.01045506347223	9.11341725953679	6.4393061240398	5.6013936728335	10.8885290569397	4.49989631236747	-9.05941130361393	-2.48063397296754	-0.270426616491207	7.46819268609562	-6.98262246504419	6.21917951117366	14.7871382923719	6.34242771828015	-9.2883440756945	2.33417041054269	-6.6646305899029	6.80089113839051	-7.68726032928265	3.707242878319	-11.7977666384308	-11.5608928926803	6.09381981890846	-8.38985658332345	-5.12014683875989	-14.086589603945	16.590978226944	-3.19864821732961	2.53220047009104	0.229097030839533	0.0257946860645081	-2.727525942894	6.54153024824833	-10.1686025530805	-2.28061199170715	-6.14967989210618	11.6351461766494	1.49648643197977	22.2454330441097	1.74647858370113	-2.78672972941332	0.941293334834192	-8.84243170297984	-5.09283786138554	22.1569872989356	-20.8056779725139	2.047832490951	10.692539381908	4.15546104312907	13.1285163371994	-6.75410424382231	2.66755450181919	-6.32072096649705	15.3826748227413	1.15394639747091	-3.09783341354726	15.2637772783843	-18.2406920426472	-13.6276682676199	-0.828327506541886	-6.29014898477408	1.30364827784295	1.13392917938415	11.1864970090341	-13.6758561041013	-4.01547349635597	3.42986773443368	-3.21247526434456	-6.12250528421344	10.6279766114869	11.875106442515	-4.94316219991374	18.7236296567787	-5.85516688433342	-2.57462025069342	-9.37048178640335	7.21586219606783	-6.64886273849207	7.8263974808277	-1.04360766730299	4.14203633939443	2.27003969293982	14.0949959873763	7.53919382701961	1.20062650592517	-14.654364034576	6.85676461299609	2.89860386658104	-5.70720048205429	1.79481032636172	-6.79035299642776	-0.823258808536198
