abname	Zresp_auc	TS	spCorr	p_fdr(corr)	p_fdr(TS)
X14.3.3_epsilon.M.C_GBL9026348	-0.281610291283876	0.563220582567753	-0.662617027759552	0.036806408082839	1
X4E.BP1.R.V_GBL9026169	-0.979109345212352	-0.27690717635334	-0.369696974754333	0.293050068174233	1
X4E.BP1_pS65.R.V_GBL9026170	-2.6255950603027	-2.9476773428407	0.781818211078644	0.00754700402031316	0.773555154510897
X53BP1.R.C_GBL9026171	-8.48055576531574	7.22453924375004	-0.939393937587738	5.48405364009241e-05	0.150081303167744
ACC_pS79.R.V_GBL9026172	-9.90442842854142	-17.2217647426611	0.890909075737	0.000542144516154419	6.84199826154825e-05
ACC1.R.C_GBL9026173	-6.61607867074227	-5.2816223927781	0.624242424964905	0.0537177668578734	0.448060227357707
AIB1.M.V_GBL9026302	-3.20713643230129	-4.8756912170428	0.430303037166595	0.214492324409859	0.374767762390772
Akt.R.V_GBL9026174	1.5091819176305	7.70806830995672	-0.551515161991119	0.0984011689489896	0.133650535271127
Akt_pS473.R.V_GBL9026175	-5.40785025645191	-7.97811035950981	0.818181812763214	0.00381492051076338	0.487738753194064
Akt_pT308.R.V_GBL9026176	3.22937521336142	3.88849032366495	0.442424237728119	0.200422692056088	0.8428334012431
alpha.Catenin.M.V_GBL9026304	4.45956404809174	-4.45956404809173	0.636363625526428	0.0479117311246462	0.341662350895779
AMPK_alpha.R.C_GBL9026177	-8.70342059611439	-8.70342059611439	0.624242424964905	0.0537177668578734	0.0213193828801395
AMPK_pT172.R.V_GBL9026178	-14.6346726282394	-14.6346726282394	0.963636338710785	7.32099466027591e-06	0.000114087257911777
Annexin_I.R.V_GBL9026179	-0.0951006762133139	-0.809137563718515	0.0545454546809196	0.88103618086816	1
AR.R.V_GBL9026335	2.51203304313138	2.51203304313139	0.527272701263428	0.117308086962265	0.6921928456453
Bad_pS112.R.V_GBL9026336	2.34811155550789	5.70877627257869	0.175757572054863	0.627188352148502	0.483630584869446
Bak.R.C_GBL9026182	-0.217808971331387	0.217808971331391	-0.13939394056797	0.700931882488681	1
Bax.R.V_GBL9026183	2.70216954965602	-0.433782217689533	0.151515156030655	0.676065166784972	1
Bcl.2.M.V_GBL9026303	0.948338264919066	-4.30331127226307	0.806060612201691	0.0048620605246823	0.673013770436032
Bcl.X.R.C_GBL9026338	-1.50362396221258	-3.14344140526635	0.478787869215012	0.161522937605969	0.807642769089285
Bcl.xL.R.V_GBL9026339	8.55799559245943	6.91817814940566	0.442424237728119	0.200422692056088	0.448060227357707
Beclin.G.V_GBL9026330	-3.80198137633907	0	NaN	NaN	NA
beta.Catenin.R.V_GBL9026194	-15.0752777389517	-15.0752777389517	0.963636338710785	7.32099466027591e-06	0.000107258527997372
Bid.R.C_GBL9026340	2.77083860191092	-3.67507684184275	0.236363634467125	0.510885321006619	0.52778184738924
Bim.R.V_GBL9026351	19.5205687875664	-24.5737333393113	0.915151536464691	0.000204472206099204	8.67415108139311e-06
c.Jun_pS73.R.C_GBL9026231	10.5892963047888	18.9510005372705	-0.830303013324738	0.00294022813612127	0.000180134032147778
c.Kit.R.V_GBL9026344	5.91623377622883	5.91623377622883	-0.575757563114166	0.0815528230353175	0.169770138983675
c.Met.M.C_GBL9026314	1.6067952609938	-6.83947923508534	0.672727286815643	0.0330412174893608	0.290430870434287
c.Met_pY1235.R.C_GBL9026236	1.28841863988656	3.12154788945701	0.187878787517548	0.603217610738661	0.782960043162192
c.Myc.R.C_GBL9026241	-7.65368404593133	-2.01528758117898	0.854545474052429	0.00163680247839526	0.94850103695745
C.Raf.R.V_GBL9026278	0.0415823030022171	0.0415823030022166	0.407296717166901	0.24271026661645	1
C.Raf_pS338.R.C_GBL9026279	-9.0950506869776	-3.4204604058448	0.284848481416702	0.425038160716097	0.729459533326623
Caspase.3_active.R.C_GBL9026352	-10.9815474636128	10.0025832065553	0.187878787517548	0.603217610738661	0.0225642834619349
Caspase.7_cleavedD198.R.C_GBL9026353	6.8527566314182	-6.8527566314182	0.878787875175476	0.000813862205061078	0.110546374202525
Caspase.9_cleavedD330.R.C_GBL9026193	7.32741618060015	-11.6564856781148	0.636363625526428	0.0479117311246462	0.0259674534028112
Caveolin.1.R.V_GBL9026195	-10.882975046535	-9.97873680660315	0.745454549789429	0.0133301454837775	0.0213193828801395
CD31.M.V_GBL9026349	0.34544663148984	0.345446631489837	-0.650458931922913	0.0417054510050003	1
CDK1.R.V_GBL9026196	0.240992447420822	0.240992447420822	0.381818175315857	0.27625534225124	1
Chk1.R.C_GBL9026197	0.494657551889298	0	NaN	NaN	NA
Chk1_pS345.R.C_GBL9026198	2.99193211154048	0	NaN	NaN	NA
Chk2.M.C_GBL9026306	-6.97046925365059	0	NaN	NaN	NA
Chk2_pT68.R.C_GBL9026199	-2.24003804989624	0	NaN	NaN	NA
