V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
X14.3.3_epsilon.M.C_GBL9026348	-5.54445758867083	2.48286631608122	-5.04702282551026	-3.05080388858364	-3.0798214519354	-2.25901764652696	1.43761724098054	-5.27843223187	-2.97659653570927	-2.15500129082713	0.0276305346275506	-4.21368185967129	-0.829488041629837	0.833564070162674	-1.35361940636757	-1.72841037565851	4.48471941127925	0.957901548442319	1.98838585298429	-3.95935067525649	1.32690780816812	4.10347868281602	0.0232068474241696	-0.522557514760218	2.68853327933534	-3.3880735972405	1.49158312915396	-5.1468916654524	0.66354820849145	-1.56473221423724
X4E.BP1.R.V_GBL9026169	2.81848890900854	1.68726692152655	7.50021859701437	6.37588955017619	-4.11005402579536	0.759880704729622	0.251682715908041	2.37502254338507	-0.880957725711055	-3.20202816982224	-5.26569281781036	-0.463288504758751	-5.83153644886582	1.36236032223634	3.54306568432506	2.84976863094876	2.41890882060157	-4.79039183716881	-0.430767009761118	2.14495986943073	5.76756793662123	2.12831558603344	2.12546244269896	0.362628147371942	-1.91131676835451	2.22072124967929	3.41225262016027	0.703863156021618	3.92751370859473	-2.0313954197629
X4E.BP1_pS65.R.V_GBL9026170	0.435783855010652	0.983649167981331	-2.07896371749515	0.970829786868163	5.78240500832922	1.04563409592902	-6.33548003748983	10.4294235779987	0.918548523499248	0.186196084172633	4.35546847904235	2.47151432230891	3.34208003023454	2.37817434933025	1.8601961883724	0.585994588323548	7.88497005464493	-2.19443247990424	2.89078903643771	-0.112275280917028	4.25809110773342	4.35674653109823	-0.514277015835894	6.10385773721848	-1.86900753484651	5.58779406462785	1.77027989931087	4.87589884427923	1.62831378563213	-4.34950604025053
X53BP1.R.C_GBL9026171	1.38799303343975	-4.23608127506506	-0.908549753477511	0.478972661699173	1.01901187465115	-0.468024005777235	-1.90665931922966	0.974151502227002	1.34447372660327	-4.32951407121582	0.245997624309693	1.5530105297878	-10.2403964168768	4.04516684502067	-3.66423341628368	3.06594736210421	2.03615206777127	0.018806498990715	-2.55143947879193	-2.9307905426858	-4.41190941109277	0.401727784733746	-2.87724538969331	-0.616227481782833	-0.297109563569384	-2.81689785177524	1.15616259559122	1.87144802095539	7.85548378002935	-3.85333247292016
ACC_pS79.R.V_GBL9026172	-0.121983029113473	0.0961439541880934	-0.936171499324461	1.62340578506163	3.7682009605042	3.05240527684687	-0.752173472511088	3.07605070486443	-2.06184455629766	3.53122923030906	1.17112723229049	0.828244649013442	-2.20027066038275	-1.16587062945392	2.92581103111716	1.21206682818274	-2.03029364473836	-0.373694149250341	-1.10794571249787	4.2117154428025	3.47017635032718	1.74716980832467	-1.3967128058271	-4.80251768861296	0.737566404790474	2.79702310452598	4.41825475213435	-1.87147460355176	3.17356695993128	0.256982732777948
ACC1.R.C_GBL9026173	0.560084616301795	0.860060268906317	5.4877085486099	2.77605120182244	-2.88256816924373	-2.04280575413147	2.46166593187479	-1.42522685712342	2.06222363814021	6.05154140540311	2.32523436775724	-0.210500139483555	-0.462443043263384	3.6571249529462	6.56382928622141	4.42084949425106	0.941681789685708	-1.08888211775726	-1.2515477048361	-5.53435174327678	-6.39319609220244	0.683331742617677	-4.8255884568289	0.487332584694603	4.02878770301096	4.33067777800923	-2.68528482680262	2.25071544013221	-2.33377454626553	0.0858617497418685
AIB1.M.V_GBL9026302	-0.464133691962655	1.25378075764107	-0.19009727951271	-4.8036771202099	-1.58237492873191	-0.194191969867387	1.60021457515814	-2.13276831082798	5.2327777260597	-3.80487559113033	-2.71471783744504	-1.09067392376154	-1.79520465485383	4.6015890535746	-5.37381944110246	1.12978783388962	-4.07059666948618	0.485170353679931	2.65733481171868	-3.49910557161349	-1.28795246868277	-1.10028319328057	1.02070003842669	0.0731540686686519	-9.0117435735709	-4.54788641089287	1.89833334004857	3.89034061749723	-0.754954875049284	5.04281358106778
Akt.R.V_GBL9026174	-2.56446512539112	-3.91218470529166	10.3644737013081	-2.23468283201467	5.9851122295046	1.04825465153396	-3.47324460663591	0.481333622608519	-0.389714818581256	-4.27048518318168	0.687061836725198	-2.70184090090284	3.69686790385396	-3.83784151300326	4.873147715876	2.94356935506433	2.43688346652481	-0.357702936438076	-3.7273411951348	-0.58833024398741	1.47427872124209	2.9739357487466	0.477171574284127	1.57893547392639	1.08890834541147	-1.52303587149219	1.56099597237435	1.28454025822128	2.92381208369727	3.88944893729867
Akt_pS473.R.V_GBL9026175	-2.19108196427382	-5.45309482377001	0.0463084406926624	1.06885602919447	0.84004842849605	-1.68373872961148	5.86278976070417	3.27929274454337	-2.61777774802051	-1.05325196977186	-1.37317240039006	0.158458796114934	0.352133227705097	-6.41235487586963	-0.907516491110659	-0.734177602769155	4.45578802600317	0.392963863344829	4.24802827876799	0.0283197511425482	-1.76861764760387	-0.710032657577136	-0.168110205864362	4.36149767949657	-0.0900116727618862	-2.73056237016853	3.98151264062467	1.18500041253834	-6.11310895510757	-2.84900460504841
Akt_pT308.R.V_GBL9026176	1.09323550959526	4.94444599483088	-0.649160992639751	4.11222760985671	1.94492315243665	-0.89196734215853	-0.126670160729894	-3.18393010743946	-2.56109640052867	1.88445871394925	-4.97030341547567	2.3336196187898	3.09927903826487	4.58785433556696	3.46628318749425	-4.94971972293144	-2.10676863099677	-1.83696172163229	3.50252178328858	4.26889652251787	-3.76733839428029	-3.37956481223857	-5.0976377856296	-0.0374192002647986	0.50937340844064	2.34597440644129	1.83396523019695	6.81115797538704	-0.657365620358232	1.15512350529161
