abName	corr	pval	adjPval
ACC1	0.975757598876953	1.46754063035104e-06	5.57665439533395e-05
S6pS235	0.975757598876953	1.46754063035104e-06	5.57665439533395e-05
S6pS240	0.975757598876953	1.46754063035104e-06	5.57665439533395e-05
AMPKpT172	0.963636338710785	7.32099466027591e-06	0.000111279118836194
bCatenin	0.963636338710785	7.32099466027591e-06	0.000111279118836194
MSH2	0.951515138149261	2.27985739738035e-05	0.000315034840365285
X53BP1	0.939393937587738	5.48405364009241e-05	0.000641212425610805
Notch3	0.939393937587738	5.48405364009241e-05	0.000641212425610805
MSH6	0.927272737026215	0.000112034447641074	0.00113528240276288
XIAP	0.927272737026215	0.000112034447641074	0.00113528240276288
X4EBP1pS65	0.915151536464691	0.000204472206099204	0.00155398876635395
CyclinE1	0.915151536464691	0.000204472206099204	0.00155398876635395
p70S6KpT389	0.915151536464691	0.000204472206099204	0.00155398876635395
mTORpS2448	0.911858320236206	0.000237143587637378	0.00171646787242293
cIAP	0.881463050842285	0.000746860533753502	0.00473011671377218
HER3	0.875383973121643	0.00090532610126548	0.00509665064416122
PI3Kp110a	0.854545474052429	0.00163680247839526	0.00857910264538205
Syk	0.854545474052429	0.00163680247839526	0.00857910264538205
RbpS807	0.842424213886261	0.00222003275351312	0.0105451555791873
Caveolin1	0.83890962600708	0.00241398974898654	0.011118983086241
mTOR	0.830303013324738	0.00294022813612127	0.0124142965747343
Src	0.830303013324738	0.00294022813612127	0.0124142965747343
Tuberin	0.818181812763214	0.00381492051076338	0.0144966979409008
Paxillin	0.793939411640167	0.00609992135778858	0.0197274052422099
PTCH	0.793939411640167	0.00609992135778858	0.0197274052422099
ACCpS79	0.781818211078644	0.00754700402031316	0.0234111145119918
YAPpS127	0.781818211078644	0.00754700402031316	0.0234111145119918
VASP	0.769696950912476	0.00922195550412752	0.0274850438554389
AktpS473	0.757575750350952	0.0111434480221821	0.0319585679126732
AIB1	0.745454549789429	0.0133301454837775	0.0375218909913737
p27pT198	0.721212148666382	0.0185731484538234	0.0504128315175207
cMyc	0.711249470710754	0.0210909300484274	0.0552727821958787
HER2	0.709090888500214	0.0216659289034102	0.055817308361328
XRCC1	0.69696968793869	0.0250966785686146	0.0635782523738237
EGFR_CST2232	0.672727286815643	0.0330412174893608	0.0784728915372319
SrcpY416	0.672727286815643	0.0330412174893608	0.0784728915372319
X14_3_3e	0.662617027759552	0.036806408082839	0.0847662731604777
FOXO3apS318	0.66060608625412	0.0375883675272259	0.0852751024498259
TFF1	0.656538009643555	0.0392043772799482	0.0876333139198842
CyclinB1	0.648484826087952	0.042540137217344	0.0923728693862327
Chk2pT68	0.636363625526428	0.0479117311246462	0.0971011084126163
PRAS40pT246	0.632221758365631	0.0498461028512374	0.0996922057024748
AMPKa	0.624242424964905	0.0537177668578734	0.104680776440984
Snail	0.624242424964905	0.0537177668578734	0.104680776440984
Chk2	0.612121224403381	0.0599721359081791	0.11394705822554
p53	0.612121224403381	0.0599721359081791	0.11394705822554
HER2pY1248	0.600000023841858	0.0666879863281258	0.123616755144819
Tau	0.58787876367569	0.0738777217256548	0.133683496455947
p27pT157	0.583589315414429	0.0765377215169272	0.136867454947917
Rb	0.577510237693787	0.0804125977553976	0.140863967061003
EGFRpY1068	0.539393961429596	0.107593170598888	0.175851203559473
GSK3abpS21	0.539393961429596	0.107593170598888	0.175851203559473
YB1pS102	0.539393961429596	0.107593170598888	0.175851203559473
STAT3pY705	0.528877794742584	0.115991343726538	0.18382298163159
AR	0.527272701263428	0.117308086962265	0.18382298163159
Chk1	0.527272701263428	0.117308086962265	0.18382298163159
TAZpS89	0.518302321434021	0.124838491013586	0.193627047286378
Rad51	0.490909099578857	0.149655665128156	0.220851078635725
BadpS112	0.478787869215012	0.161522937605969	0.236071985731801
cMetpY1235	0.466666668653488	0.173938595084903	0.251796823361002
Rab25	0.442424237728119	0.200422692056088	0.282076381412272
NF2	0.41945481300354	0.227551525079667	0.313740125719489
VEGFR2	0.41818180680275	0.229112854966206	0.313740125719489
CRaf	0.407296717166901	0.24271026661645	0.328592112090169
CyclinD1	0.395138591527939	0.258418740827498	0.344558321103331
CDK1	0.381818175315857	0.27625534225124	0.36198975881197
CRafpS338	0.369696974754333	0.293050068174233	0.377488223410876
NFkBp65pS536	0.369696974754333	0.293050068174233	0.377488223410876
GSK3pS9	0.309090912342072	0.384841224999186	0.483436910742779
Smad1	0.237083166837692	0.509561400430203	0.609868762719613
Beclin	0.187878787517548	0.603217610738661	0.699916617040278
X4EBP1	0.163636356592178	0.651477357000421	0.744545550857624
Bak	0.13939394056797	0.700931882488681	0.76648666286532
ERCC1	0.13939394056797	0.700931882488681	0.76648666286532
GATA3	0.13939394056797	0.700931882488681	0.76648666286532
PARPcl	0.13939394056797	0.700931882488681	0.76648666286532
Casp3_3ac	0.127272725105286	0.726057019277377	0.782699765462137
BclX	0.115151517093182	0.751419648245182	0.798711793938935
EGFRpY992	0.0909090936183929	0.802771725426293	0.830076886155079
YAP	0.0909090936183929	0.802771725426293	0.830076886155079
PR	0.030303031206131	0.933772956124051	0.952573753898361
JNK2	0.0181818176060915	0.960240419386778	0.973043624978602
ERapS118	0	1	1
GSK3ab	-0.0060790553689003	0.98670255779363	0.993237011818753
Rab11	-0.0545454546809196	0.88103618086816	0.904847969540272
MAPKpT202	-0.0909090936183929	0.802771725426293	0.830076886155079
eEF2K	-0.103343941271305	0.776334062685913	0.81946373283513
MEK1pS217	-0.115151517093182	0.751419648245182	0.798711793938935
p27	-0.127660170197487	0.725250127111857	0.782699765462137
ERalpha	-0.13939394056797	0.700931882488681	0.76648666286532
JNKpT183	-0.146344184875488	0.686640502495172	0.76648666286532
FAK	-0.175757572054863	0.627188352148502	0.722216890352821
IRS1	-0.20668788254261	0.566695142437	0.662597397310954
YB1	-0.212121218442917	0.556305763058156	0.655492061897982
STAT5alpha	-0.22424241900444	0.533400571087646	0.63341317816658
BclXL	-0.24848484992981	0.488776301908481	0.589634903889596
Claudin7	-0.24848484992981	0.488776301908481	0.589634903889596
EGFRpY1173	-0.272727280855179	0.44583832744257	0.546511498155408
Bcl2	-0.279636561870575	0.433925819496745	0.536233533036628
Dvl3	-0.296969711780548	0.404701646709516	0.504218445080709
eEF2	-0.357575744390488	0.310376110839209	0.393143073729665
Smad4	-0.357575744390488	0.310376110839209	0.393143073729665
eIF4E	-0.381818175315857	0.27625534225124	0.36198975881197
DJ1	-0.406060606241226	0.244282293856507	0.328592112090169
Mre11	-0.430303037166595	0.214492324409859	0.299108562479803
KRas	-0.442424237728119	0.200422692056088	0.282076381412272
EGFR	-0.454545468091965	0.186904795550308	0.268014423807989
IGF1Rbeta	-0.490909099578857	0.149655665128156	0.220851078635725
INPP4B	-0.490909099578857	0.149655665128156	0.220851078635725
p38pT180	-0.503030300140381	0.138333701029167	0.210267225564334
Casp9_clD330	-0.515151500701904	0.127552882234373	0.195838768683078
Rad50	-0.527272701263428	0.117308086962265	0.18382298163159
p90RSKpT359	-0.539393961429596	0.107593170598888	0.175851203559473
PCadherin	-0.553194046020508	0.0971687900286464	0.165951191959037
cJunpS73	-0.575757563114166	0.0815528230353175	0.140863967061003
cKit	-0.575757563114166	0.0815528230353175	0.140863967061003
Chk1pS345	-0.58787876367569	0.0738777217256548	0.133683496455947
cMet	-0.600000023841858	0.0666879863281258	0.123616755144819
aCatenin	-0.636363625526428	0.0479117311246462	0.0971011084126163
Bid	-0.636363625526428	0.0479117311246462	0.0971011084126163
TIGAR	-0.636363625526428	0.0479117311246462	0.0971011084126163
PCNA	-0.644379854202271	0.0443115239881366	0.0948641076929121
CD31	-0.650458931922913	0.0417054510050003	0.0918728775762326
p70S6K	-0.668696105480194	0.0345095389046988	0.0806992294386803
Fibronectin	-0.684848487377167	0.0288827966786322	0.0708094370185822
p38MAPK	-0.684848487377167	0.0288827966786322	0.0708094370185822
PI3Kp85	-0.711249470710754	0.0210909300484274	0.0552727821958787
MIG6	-0.729486644268036	0.0166468817786132	0.046005927824531
SrcpY527	-0.757575750350952	0.0111434480221821	0.0319585679126732
NCadherin	-0.769696950912476	0.00922195550412752	0.0274850438554389
CollagenVI	-0.793939411640167	0.00609992135778858	0.0197274052422099
Smac	-0.793939411640167	0.00609992135778858	0.0197274052422099
Akt	-0.806060612201691	0.0048620605246823	0.017186818598877
