V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
X14.3.3_epsilon.M.C_GBL9026348	5.22196056934376	1.71188801096035	-1.9547102018879	2.16130459737524	0.118782254338141	-0.6312712475058	-4.1925747859399	3.41252411331015	4.22715332301637	-0.276872118636893	-1.63624228435852	-0.279752583761499	2.30386866225308	-5.47610034869433	0.404245752169528	2.29513505119154	-1.50752746166584	-2.25953575514614	1.61179521757169	-2.05611916292194	-2.80959021123143	-3.66129452370362	2.89283470460724	-6.71024991139021	2.13819773174704	3.05466485118212	1.51198813032104	-1.93928503687447	1.2938569621702	4.33006393014268
X4E.BP1.R.V_GBL9026169	-5.19495696401475	-2.37934177131581	4.66625062235083	-1.28898582952815	-1.11814881425747	-1.73689214159094	-4.13343057799555	-2.45863221764481	0.153670968517586	3.11701001218532	0.196078432281569	-1.9814325182696	-0.513497586178506	2.59275433910861	-0.130861113814279	-0.762036358893868	7.53552554322715	-3.08544410825069	-3.80326036559272	-0.236708433217354	0.824261393570672	-2.89236954114258	3.95237777294572	-3.17986613761052	-2.9673049901939	6.46821657589864	1.21161217843899	-1.39700918425613	5.32503293760186	1.28277186773165
X4E.BP1_pS65.R.V_GBL9026170	2.30320411277068	5.96731489405402	1.94753731178228	0.387936714211163	-2.53704032354675	-6.73979892149945	7.28399652850189	-2.10166134727389	5.62915878726475	5.33575118398404	1.5250487226417	1.91670438964682	1.88745000090546	-3.31403562058435	2.6312440376993	-2.57829590577151	-1.42221891524533	-2.73237978804601	10.9446235250876	-12.842005268002	2.9510093195601	-1.76239409538808	1.44304316984901	-0.18719883353863	2.16953939445051	6.92831113400756	5.2664783859461	1.58188906440298	-2.12293592711935	4.41994029613494
X53BP1.R.C_GBL9026171	-1.69552587598332	3.87534401394951	5.00822272812738	-6.62259901086539	-2.22048732359151	-5.38260425521343	1.38832267732883	0.324554412481015	-1.45159710766004	10.3145186390445	-0.421018618495963	-1.14027016314738	-2.92051024893217	-2.23514573498632	7.9749976512563	-5.93579825899332	4.30239723276925	-1.58974437824426	2.30384848785658	-2.9701971690212	-0.617816374337594	-1.66293401939861	9.51484831845124	-2.47431654549427	-2.90700236758107	3.3449699313346	-0.514866007323422	3.97680949269944	2.96686409313327	10.1993190146137
ACC_pS79.R.V_GBL9026172	4.64158772820579	-0.988894018087482	4.01870348108485	7.36810175675885	19.3018978284947	0.248455362491636	0.397428037935882	1.99888396851713	-1.85192696662809	-4.6584242472539	3.5328590011845	6.61982526016245	-2.02964386620078	9.37794614875436	11.5310981685452	0.45419107261925	2.34442232350761	2.85112670598197	14.2045299499928	0.101910744167121	-1.77775746255372	2.31407730418708	-3.52222071901291	-3.52054634538926	-0.721878594904446	5.3886740369048	5.38267040615336	1.9577700338223	-9.62149715689895	-11.7020171276124
ACC1.R.C_GBL9026173	-2.16240378780287	-5.50623668739092	-0.652969137729583	-1.41779208236701	13.2387000173502	7.71464411533063	10.5436137722576	-5.21037241788746	-2.74944827922014	-0.541071572043129	2.80658000250148	6.99530925702599	-0.0551389445384339	-2.24591838745458	3.287151205455	-3.31945116877027	-8.04386052874926	4.75598070643019	3.24594839338972	3.22848582984029	-0.803004348242734	0.28253080740921	-2.39063832465983	1.32786586243839	5.1483220479304	-9.96107636481538	2.75809121025416	-1.97110870810574	-2.37941938960507	-3.71935620444643
AIB1.M.V_GBL9026302	0.942300143600695	-2.22487589012057	-4.25532440613731	2.45537057630048	-0.76191711740322	3.79605314204743	-7.93185572881058	4.43179698413382	-3.0831143413967	3.30906938136557	0.255279741032506	1.62820839913544	2.22001964227962	0.131067132022948	-1.31555798985653	0.961897334281457	2.77498003085396	3.03533460798986	3.43903710922144	0.387942796273028	-1.42881713555395	2.90893835545351	1.37580105973768	0.674357748416429	6.48916858322086	-1.79436888783394	-1.8733276948404	3.39860946749337	-3.48979578524794	-0.732383974735241
Akt.R.V_GBL9026174	4.67467953435925	1.46555916993312	1.0007711100412	1.54205636310472	-0.720155725814699	0.951237980528693	2.68666131958148	8.03279504019467	9.56218314366302	-2.37731047597053	3.90557791857379	-2.80858537611131	-5.92023896837225	-7.86021941578183	5.53597010179414	1.60377228468801	-5.13448686159983	-2.54158655219734	-3.69451029683435	-5.40831851405912	3.12445235183389	0.77506654107169	-8.96331865895374	0.0503179560502224	1.49408345329947	2.21940494429343	7.69281855388719	5.3676173673143	-5.94994634241303	1.2926993257068
Akt_pS473.R.V_GBL9026175	6.61867869237548	5.24448986907127	6.96207811318084	9.28741915040308	8.33055286670239	9.51980960245904	-18.4594204840987	8.06788198990113	21.4218281526181	12.0909257950866	-8.28006414620547	1.39852152413735	18.895356693909	16.7503600811833	-1.91612354038853	-11.7966050365193	15.4174711901012	12.2645857900369	-3.54653036832618	22.0314974184464	9.95295713421617	-0.702841229593054	5.49752075816489	-0.779299175005374	9.88600135740654	10.6959924368283	17.2491193695328	12.092273496623	3.49676974763509	3.7365534421435
Akt_pT308.R.V_GBL9026176	3.83148211758198	6.97492372990982	13.4349384660467	12.5051353161241	8.37553463422336	5.77044867159847	-16.462157218724	7.39349914069487	22.4029597358336	13.4208637133897	-6.99885049689097	-2.03973827025576	15.2807579347747	15.9570301748532	-7.6095147918079	-13.6423529587463	22.8500350707829	4.07938274474172	-9.98149053509874	22.3757740350514	7.83079539987685	-6.70225160642994	-2.50031328416148	-3.96065091561853	19.0892289308334	11.3611903346923	14.9227845643553	15.7168573411549	1.23425483542979	13.5440314831373
