ID1	changeInclude	change	FDRp
GATA3.M.V_GBL1033951	7.71567987556851	7.71567987556851	0.118465679484587
RSK.R.C_GBL1033739	6.65315773599882	6.65315773599882	0.151920966267649
ACC1.R.E_GBL1033674	6.47937445859411	6.47937445859411	0.244647473290768
PDK1_pS241.R.V_GBL1033814	6.46812923756795	6.46812923756795	0.244647473290768
A.Raf.R.V_GBL1033858	5.36319921287874	5.36319921287874	0.149534760584832
HER3_pY1289.R.C_GBL1033736	5.15137345306074	5.15137345306074	0.358839349596638
Bax.R.V_GBL1033679	5.10177977232895	5.10177977232895	0.483354172559966
p70.S6K1.R.V_GBL1033810	5.06260219369996	5.06260219369996	0.175185481646217
Rad50.M.V_GBL1033904	4.93663117319189	4.93663117319189	0.366096478006809
p21.R.V_GBL1033880	4.72022507876741	4.72022507876741	0.819702877893358
p53.R.C_GBL1033956	0	4.67318015329828	0.483354172559966
PMS2.R.V_GBL1033867	0	4.64580483532885	0.397037847954521
Bcl2.M.V_GBL1033931	0	4.49790242421346	0.552401215744998
Porin.M.V_GBL1033946	0	4.24361565088756	0.380571075803501
TTF1.R.V_GBL1033830	0	4.14079908585006	0.380571075803501
SETD2.R.QC_GBL1033820	0	4.05825315040554	0.483354172559966
JNK2.R.C_GBL1033799	0	3.97667464779256	0.426860266971521
MEK1.R.V_GBL1033802	0	3.82519889643078	0.426860266971521
Merlin.R.C_GBL1033821	0	3.81520036844378	0.426860266971521
Pdcd.1L1.G.C_GBL1033925	0	3.77161684662175	0.550436854789945
X4E.BP1_pS65.R.V_GBL1033671	0	3.58062530840208	0.436977955339566
FASN.R.V_GBL1033852	0	3.55358531656685	0.442980259421788
PKC.alpha_pS657.R.C_GBL1033816	0	3.38956783121774	0.60009066142149
p27.Kip.1.R.V_GBL1033778	0	3.32689509863935	0.835947901039477
ACC_pS79.R.V_GBL1033673	0	3.2178139484898	0.541986838083025
DJ1.R.V_GBL1033777	0	3.13340844154078	0.529505226113376
Shc_pY317.R.V_GBL1033791	0	3.12746033571837	0.688096660793263
p38.alpha.M.V_GBL1033908	0	3.05454536823436	0.552401215744998
Cyclin.E1.M.V_GBL1033936	0	2.928872805708	0.650880969808538
FAK.R.E_GBL1033864	0	2.85635808951488	0.573784835970649
