abname	spCorr	p_val
X14.3.3_epsilon.M.C_GBL9026348	-0.662617027759552	0.036806408082839
X4E.BP1.R.V_GBL9026169	-0.369696974754333	0.293050068174233
X4E.BP1_pS65.R.V_GBL9026170	0.818181812763214	0.00381492051076338
X53BP1.R.C_GBL9026171	-0.939393937587738	5.48405364009241e-05
ACC_pS79.R.V_GBL9026172	0.733333349227905	0.0158005928169744
ACC1.R.C_GBL9026173	0.624242424964905	0.0537177668578734
AIB1.M.V_GBL9026302	0.430303037166595	0.214492324409859
Akt.R.V_GBL9026174	-0.551515161991119	0.0984011689489896
Akt_pS473.R.V_GBL9026175	0.745454549789429	0.0133301454837775
Akt_pT308.R.V_GBL9026176	0.624242424964905	0.0537177668578734
alpha.Catenin.M.V_GBL9026304	0.636363625526428	0.0479117311246462
AMPK_alpha.R.C_GBL9026177	0.624242424964905	0.0537177668578734
AMPK_pT172.R.V_GBL9026178	0.927272737026215	0.000112034447641074
Annexin_I.R.V_GBL9026179	0.0545454546809196	0.88103618086816
AR.R.V_GBL9026335	0.527272701263428	0.117308086962265
Bad_pS112.R.V_GBL9026336	0.442424237728119	0.200422692056088
Bak.R.C_GBL9026182	-0.13939394056797	0.700931882488681
Bax.R.V_GBL9026183	0.151515156030655	0.676065166784972
Bcl.2.M.V_GBL9026303	0.806060612201691	0.0048620605246823
Bcl.X.R.C_GBL9026338	0.478787869215012	0.161522937605969
Bcl.xL.R.V_GBL9026339	0.442424237728119	0.200422692056088
Beclin.G.V_GBL9026330	NaN	NaN
beta.Catenin.R.V_GBL9026194	0.963636338710785	7.32099466027591e-06
Bid.R.C_GBL9026340	0.236363634467125	0.510885321006619
Bim.R.V_GBL9026351	0.915151536464691	0.000204472206099204
c.Jun_pS73.R.C_GBL9026231	-0.866666674613953	0.0011735379121256
c.Kit.R.V_GBL9026344	-0.575757563114166	0.0815528230353175
c.Met.M.C_GBL9026314	0.672727286815643	0.0330412174893608
c.Met_pY1235.R.C_GBL9026236	-0.030303031206131	0.933772956124051
c.Myc.R.C_GBL9026241	0.854545474052429	0.00163680247839526
C.Raf.R.V_GBL9026278	0.407296717166901	0.24271026661645
C.Raf_pS338.R.C_GBL9026279	-0.296969711780548	0.404701646709516
Caspase.3_active.R.C_GBL9026352	0.236363634467125	0.510885321006619
Caspase.7_cleavedD198.R.C_GBL9026353	0.903030276298523	0.000343612565232743
Caspase.9_cleavedD330.R.C_GBL9026193	0.648484826087952	0.042540137217344
Caveolin.1.R.V_GBL9026195	0.745454549789429	0.0133301454837775
CD31.M.V_GBL9026349	-0.650458931922913	0.0417054510050003
CDK1.R.V_GBL9026196	0.381818175315857	0.27625534225124
Chk1.R.C_GBL9026197	NaN	NaN
Chk1_pS345.R.C_GBL9026198	NaN	NaN
Chk2.M.C_GBL9026306	NaN	NaN
Chk2_pT68.R.C_GBL9026199	NaN	NaN
cIAP.R.V_GBL9026200	0.881463050842285	0.000746860533753502
Claudin.7.R.V_GBL9026201	-0.793939411640167	0.00609992135778858
Collagen_VI.R.V_GBL9026202	-0.24848484992981	0.488776301908481
COX.2.R.C_GBL9026203	-0.830303013324738	0.00294022813612127
Cyclin_B1.R.V_GBL9026204	0.478787869215012	0.161522937605969
Cyclin_D1.R.V_GBL9026205	0.357575744390488	0.310376110839209
Cyclin_E1.M.V_GBL9026308	0.769696950912476	0.00922195550412752
DJ.1.R.C_GBL9026206	-0.406060606241226	0.244282293856507
Dvl3.R.V_GBL9026207	-0.296969711780548	0.404701646709516
E.Cadherin.R.V_GBL9026188	0.963636338710785	7.32099466027591e-06
eEF2.R.V_GBL9026208	-0.357575744390488	0.310376110839209
eEF2K.R.V_GBL9026209	-0.103343941271305	0.776334062685913
EGFR.R.C_GBL9026210	-0.0424242429435253	0.907363816683007
EGFR.CST2232..R.C_GBL9026334	0.539393961429596	0.107593170598888
EGFR_pY1068.R.V_GBL9026211	0.0181818176060915	0.960240419386778
EGFR_pY1173.R.C_GBL9026212	-0.563636362552643	0.0897240290701318
EGFR_pY992.R.V_GBL9026213	-0.00606060586869717	0.986742911614744
eIF4E.R.V_GBL9026214	0.357575744390488	0.310376110839209
ER.alpha.R.V_GBL9026215	-0.212121218442917	0.556305763058156
ER.alpha_pS118.R.V_GBL9026217	0.769696950912476	0.00922195550412752
ERCC1.M.C_GBL9026309	0.13939394056797	0.700931882488681
FAK.R.C_GBL9026218	-0.175757572054863	0.627188352148502
Fibronectin.R.C_GBL9026216	-0.745454549789429	0.0133301454837775
FOXO3a.R.C_GBL9026219	-0.733333349227905	0.0158005928169744
FOXO3a_pS318_S321.R.C_GBL9026220	-0.672727286815643	0.0330412174893608
GATA3.M.V_GBL9026310	0.527272701263428	0.117308086962265
GSK3.alpha.beta.M.V_GBL9026312	-0.503030300140381	0.138333701029167
GSK3.alpha.beta_pS21_S9.R.V_GBL9026222	-0.575757563114166	0.0815528230353175
GSK3_pS9.R.V_GBL9026221	-0.684848487377167	0.0288827966786322
HER2.M.V_GBL9026313	0.22424241900444	0.533400571087646
HER2_pY1248.R.V_GBL9026223	0.563636362552643	0.0897240290701318
HER3.R.V_GBL9026224	0.875383973121643	0.00090532610126548
HER3_pY1298.R.C_GBL9026225	-0.672727286815643	0.0330412174893608
IGF.1R.beta.R.C_GBL9026226	0.260606050491333	0.467089072303455
IGFBP2.R.V_GBL9026227	-0.806060612201691	0.0048620605246823
INPP4B.G.C_GBL9026331	0.490909099578857	0.149655665128156
IRS1.R.V_GBL9026228	-0.41818180680275	0.229112854966206
JNK_pT183_pT185.R.V_GBL9026343	0.624242424964905	0.0537177668578734
JNK2.R.C_GBL9026230	-0.0787878781557083	0.82871739605474
K.Ras.M.C_GBL9026322	-0.442424237728119	0.200422692056088
MAPK_pT202_Y204.R.V_GBL9026233	0.127272725105286	0.726057019277377
MEK1.R.V_GBL9026234	-0.890909075737	0.000542144516154419
MEK1_pS217_S221.R.V_GBL9026345	-0.212121218442917	0.556305763058156
MIG.6.M.V_GBL9026315	0.357575744390488	0.310376110839209
Mre11.R.C_GBL9026237	0.430303037166595	0.214492324409859
MSH2.M.C_GBL9026316	-0.890909075737	0.000542144516154419
MSH6.R.C_GBL9026238	-0.927272737026215	0.000112034447641074
mTOR.R.V_GBL9026239	0.830303013324738	0.00294022813612127
mTOR_.pS2448.R.C_GBL9026240	0.963636338710785	7.32099466027591e-06
N.Cadherin.R.V_GBL9026341	-0.769696950912476	0.00922195550412752
NF.kB.p65_pS536.R.C_GBL9026242	0.0666666701436043	0.854813080743902
NF2.R.C_GBL9026243	-0.41945481300354	0.227551525079667
Notch1.R.V_GBL9026244	-0.818181812763214	0.00381492051076338
Notch3.R.C_GBL9026246	0.793939411640167	0.00609992135778858
P.Cadherin.R.C_GBL9026342	-0.553194046020508	0.0971687900286464
p21.R.C_GBL9026247	0.612121224403381	0.0599721359081791
p27.R.V_GBL9026248	0.284848481416702	0.425038160716097
p27_pT157.R.C_GBL9026249	-0.721212148666382	0.0185731484538234
p27_pT198.R.V_GBL9026250	-0.806060612201691	0.0048620605246823
p38_MAPK.R.C_GBL9026251	-0.66060608625412	0.0375883675272259
p38_pT180_Y182.R.V_GBL9026252	0.539393961429596	0.107593170598888
p53.R.V_GBL9026346	-0.636363625526428	0.0479117311246462
p70S6K.R.V_GBL9026254	-0.668696105480194	0.0345095389046988
p70S6K_pT389.R.V_GBL9026255	0.806060612201691	0.0048620605246823
p90RSK_pT359_S363.R.C_GBL9026256	-0.600000023841858	0.0666879863281258
PARP_cleaved.M.C_GBL9026317	NaN	NaN
Paxillin.R.V_GBL9026257	0.769696950912476	0.00922195550412752
PCNA.M.V_GBL9026318	NaN	NaN
PDK1_pS241.R.V_GBL9026258	-0.309090912342072	0.384841224999186
PI3K.p110.alpha.R.C_GBL9026269	0.854545474052429	0.00163680247839526
PI3K.p85.R.V_GBL9026270	-0.563636362552643	0.0897240290701318
PKC.alpha.M.V_GBL9026319	-0.951515138149261	2.27985739738035e-05
PKC.alpha_pS657.R.V_GBL9026271	0.745454549789429	0.0133301454837775
PR.R.V_GBL9026272	0.0424242429435253	0.907363816683007
PRAS40_pT246.R.V_GBL9026273	0.878787875175476	0.000813862205061078
PTCH.R.C_GBL9026274	-0.733333349227905	0.0158005928169744
PTEN.R.V_GBL9026275	0.709090888500214	0.0216659289034102
Rab11.R.V_GBL9026276	-0.0181818176060915	0.960240419386778
Rab25.R.C_GBL9026277	0.442424237728119	0.200422692056088
Rad50.M.C_GBL9026320	0.030303031206131	0.933772956124051
Rad51.M.C_GBL9026321	-0.490909099578857	0.149655665128156
Rb.M.V_GBL9026323	-0.600000023841858	0.0666879863281258
Rb_pS807_S811.R.V_GBL9026280	0.333333343267441	0.346593491825057
S6_pS235_S236.R.V_GBL9026281	0.842424213886261	0.00222003275351312
S6_pS240_S244.R.V_GBL9026282	0.830303013324738	0.00294022813612127
Smac.M.V_GBL9026324	0.442424237728119	0.200422692056088
Smad1.R.V_GBL9026283	NaN	NaN
Smad3.R.V_GBL9026284	NaN	NaN
Smad4.M.V_GBL9026325	NaN	NaN
Snail.M.C_GBL9026326	0.854545474052429	0.00163680247839526
Src.M.V_GBL9026327	0.830303013324738	0.00294022813612127
Src_pY416.R.C_GBL9026285	-0.127272725105286	0.726057019277377
Src_pY527.R.V_GBL9026286	0.309090912342072	0.384841224999186
STAT3_pY705.R.V_GBL9026287	0.684848487377167	0.0288827966786322
STAT5.alpha.R.V_GBL9026288	-0.22424241900444	0.533400571087646
Stathmin.R.V_GBL9026289	-0.24848484992981	0.488776301908481
Syk.M.V_GBL9026328	0.854545474052429	0.00163680247839526
Tau.M.C_GBL9026329	0.69696968793869	0.0250966785686146
TAZ_pS89.R.C_GBL9026290	0.518302321434021	0.124838491013586
TFF1.R.V_GBL9026291	-0.260606050491333	0.467089072303455
TIGAR.R.V_GBL9026292	NaN	NaN
Tuberin.R.C_GBL9026293	-0.866666674613953	0.0011735379121256
VASP.R.C_GBL9026294	0.430303037166595	0.214492324409859
VEGFR2.R.V_GBL9026347	0.41818180680275	0.229112854966206
XIAP.R.C_GBL9026296	0.927272737026215	0.000112034447641074
XRCC1.R.C_GBL9026297	NaN	NaN
YAP.R.V_GBL9026298	0.236363634467125	0.510885321006619
YAP_pS127.R.C_GBL9026299	0.866666674613953	0.0011735379121256
YB.1.R.V_GBL9026332	0.309090912342072	0.384841224999186
YB.1_pS102.R.V_GBL9026333	0.200000002980232	0.579583994232178
