ID1 changeInclude TSavg Meta_FDRp
Akt_pS473.R.V_GBL1113186 -15.4571426620751 -15.4571426620751 1.87935626515957e-11
Akt_pT308.R.V_GBL1113312 -14.9388813706745 -14.9388813706745 1.36391896154812e-10
Stat3_pY705.R.V_GBL1113218 -12.5935362188879 -12.5935362188879 5.9324336924535e-09
MAPK_pT202_Y204.R.V_GBL1113194 -10.7399101778779 -10.7399101778779 1.88225782617157e-07
Rb_pS807_S811.R.V_GBL1113212 -9.22947266591343 -9.22947266591343 5.48987500991968e-10
Bcl.xL.R.V_GBL1113160 -8.88922014924017 -8.88922014924017 6.1227099249788e-06
Stathmin.1.R.V_GBL1113224 -8.57628830056833 -8.57628830056833 3.97161447904524e-07
IRS1.R.V_GBL1113235 -8.45490579896295 -8.45490579896295 2.55219594995218e-12
c.Myc.R.C_GBL1113345 -7.96997606992315 -7.96997606992315 0.000981976754917522
Src_pY416.R.C_GBL1113216 -7.8498705088845 -7.8498705088845 3.72012235752287e-06
Bad_pS112.R.V_GBL1113156 -7.45587936601137 -7.45587936601137 5.10915150885029e-07
b.Catenin_pT41_S45.R.V_GBL1113316 -7.44198764379837 -7.44198764379837 0.000134397172372689
Cyclin.D1.R.V_GBL1113338 -7.17511072731819 -7.17511072731819 0.000210351099097526
JNK_pT183_Y185.R.V_GBL1113252 -6.99906279280956 -6.99906279280956 4.22889561049217e-06
FAK_pY397.R.V_GBL1113324 -6.9162157731951 -6.9162157731951 0.000187402070306542
ER.alpha_pS118.R.V_GBL1113187 -6.82252634980718 -6.82252634980718 2.13995676215775e-05
Shc_pY317.R.V_GBL1113268 -6.21642936148423 -6.21642936148423 0.000315747940897569
YB1.R.V_GBL1113223 -5.57473539038636 -5.57473539038636 1.3806851182385e-07
MSH2.M.V_GBL1113360 -5.38159830366399 -5.38159830366399 0.000254331646088936
B.Raf.M.C_GBL1113382 -5.2247832170778 -5.2247832170778 0.00235491078909092
FoxM1.R.V_GBL1113290 -5.15867662770207 -5.15867662770207 1.22341486441063e-05
B.Raf_pS445.R.V_GBL1113180 -5.15172305131528 -5.15172305131528 0.00254758884235623
Tuberin.R.V_GBL1113220 -5.06576953806779 -5.06576953806779 3.42444935275144e-05
GSK.3ab_pS21_S9.R.V_GBL1113190 -4.99794456659697 -4.99794456659697 0.00780763694663158
ER.alpha.R.V_GBL1113339 -4.93371335760101 -4.93371335760101 0.000497463397736264
c.Met_pY1234_Y1235.R.V_GBL1113226 -4.86176799984641 -4.86176799984641 0.00254758884235623
C.Raf_pS338.R.V_GBL1113169 -4.77719110938892 -4.77719110938892 0.0221909310321724
S6_pS235_S236.R.V_GBL1113214 -4.65180749203475 -4.65180749203475 0.000630854741232322
ARHI.M.C_GBL1113379 -4.63107939668765 -4.63107939668765 5.52479886334845e-06
Annexin.I.M.V_GBL1113376 -4.54910290221816 -4.54910290221816 9.98991397827025e-05
Tyro3.R.V_GBL1113280 -4.44587983169556 -4.44587983169556 0.000848993949641149
AMPK.alpha.R.C_GBL1113154 -4.42483988059947 -4.42483988059947 0.000426571787753281
PKC.beta.II_pS660.R.V_GBL1113307 -4.29023877076988 -4.29023877076988 0.00393077379133736
HER3_pY1289.R.C_GBL1113227 -3.96166994145946 -3.96166994145946 0.00259150638735491
AR.R.V_GBL1113229 -3.90376952600996 -3.90376952600996 0.000145896311279569
Cyclin.E1.M.V_GBL1113384 -3.88750255834166 -3.88750255834166 0.00298535217909831
Porin.M.V_GBL1113378 -3.72630115283605 -3.72630115283605 0.000235179062623677
p27_pT157.R.C_GBL1113249 -3.70263595181467 -3.70263595181467 0.0372795459454161
Caspase.8.M.QC_GBL1113363 -3.59995461709784 -3.59995461709784 0.000828700153436852
Raptor.R.V_GBL1113304 -3.48540819871278 -3.48540819871278 0.000739310265076796
PI3K.p110.alpha.R.C_GBL1113236 -3.48229904515386 -3.48229904515386 0.000828700153436852
IGF1R.beta.R.V_GBL1113321 -3.46117283278179 -3.46117283278179 0.00393077379133736
S6_pS240_S244.R.V_GBL1113215 -3.4103628727773 -3.4103628727773 0.0302723365853121
TFRC.R.V_GBL1113310 -3.40139791054712 -3.40139791054712 0.011776270467348
Gys_pS641.R.V_GBL1113270 -3.39041996479999 -3.39041996479999 0.00169969118502254
Src.M.V_GBL1113358 -3.32732790055931 -3.32732790055931 0.0051545800872309
X4E.BP1_pT37_T46.R.V_GBL1113151 -3.23788388505132 -3.23788388505132 0.00219867211357825
GCN5L2.R.V_GBL1113332 -2.49083524944037 -2.49083524944037 0.0399213820612184
Syk.M.V_GBL1113389 -2.34558271821485 -2.34558271821485 0.0467482390479801
JNK2.R.C_GBL1113192 3.08759807231341 3.08759807231341 0.018144292193001
MSH6.R.C_GBL1113275 3.17108573320698 3.17108573320698 0.00254758884235623
PDK1.R.V_GBL1113207 3.76570683029778 3.76570683029778 0.000187402070306542
p38.alpha.M.V_GBL1113372 3.80718035583377 3.80718035583377 0.00166030790264828
eEF2.R.C_GBL1113273 3.82780317140682 3.82780317140682 0.000232258766483362
Gys.R.V_GBL1113269 3.94576696261132 3.94576696261132 0.000153591881533069
CD49b.M.V_GBL1113362 4.7409374641103 4.7409374641103 0.000254331646088936
p38.R.V_GBL1113200 4.78942016197987 4.78942016197987 2.13995676215775e-05
Akt.R.V_GBL1113284 5.12215060351009 5.12215060351009 7.44493816630047e-05
Src_pY527.R.V_GBL1113217 6.0339772706261 6.0339772706261 0.00056050714381718
MEK1.R.V_GBL1113195 6.47881775379016 6.47881775379016 9.84995956997501e-10
EGFR.R.V_GBL1113288 9.58187153296788 9.58187153296788 1.22899406625272e-12
