ID1 changeInclude TSavg Meta_FDRp
c.Myc.R.C_GBL1033885 -7.0657618467344 -7.0657618467344 0.00243991935651717
B.Raf.M.C_GBL1033932 -7.0592782397725 -7.0592782397725 3.91809614915259e-06
Rb_pS807_S811.R.V_GBL1033721 -6.85895941035359 -6.85895941035359 1.43326236659281e-05
Cyclin.D1.R.V_GBL1033878 -6.82150817188961 -6.82150817188961 0.000236292110628508
Caveolin.1.R.V_GBL1033687 -5.39245157743758 -5.39245157743758 7.14652120522652e-06
FoxM1.R.V_GBL1033839 -5.27528255729904 -5.27528255729904 6.88564649609614e-06
Smac.M.QC_GBL1033896 -4.78381224012162 -4.78381224012162 0.00246204277494395
Cox2.R.C_GBL1033859 -4.59792391190954 -4.59792391190954 0.0114296268189301
XRCC1.R.C_GBL1033781 -4.47975689449487 -4.47975689449487 0.000997363199419338
Histone.H3.R.V_GBL1033869 -4.47680191410344 -4.47680191410344 0.00243991935651717
p16INK4a.R.V_GBL1033865 -4.41763221266027 -4.41763221266027 0.0179657186069352
c.Met.M.QC_GBL1033899 -4.38724208295023 -4.38724208295023 0.00468071716356687
TSC1.R.C_GBL1033841 -4.10806127424156 -4.10806127424156 0.000644071863684394
Tyro3.R.V_GBL1033829 -3.18002673034442 -3.18002673034442 0.0353136604148298
Myosin.IIa_pS1943.R.V_GBL1033853 -2.95326268160592 -2.95326268160592 0.0320249830920909
Chk2_pT68.R.C_GBL1033688 -2.74833212801248 -2.74833212801248 0.0353136604148298
Caspase.8.M.QC_GBL1033903 2.79973172509599 2.79973172509599 0.0187380958676995
BAP1.M.V_GBL1033930 2.81512520945561 2.81512520945561 0.0139659683819098
Porin.M.V_GBL1033946 2.82985161621604 2.82985161621604 0.0179657186069352
ARHI.M.C_GBL1033929 2.94622083673388 2.94622083673388 0.0139659683819098
PMS2.R.V_GBL1033867 3.06914147981426 3.06914147981426 0.0175138770453783
SCD.M.V_GBL1033945 3.22511580879319 3.22511580879319 0.0179657186069352
PKC.alpha.M.V_GBL1033894 3.41161090918212 3.41161090918212 0.0204109858581837
G6PD.M.V_GBL1033940 3.55951291241817 3.55951291241817 0.00447433879131315
FoxO3a_pS318_S321.R.C_GBL1033796 4.23707610124961 4.23707610124961 0.00902649731410026
p53.R.C_GBL1033956 4.54318739229581 4.54318739229581 0.00191052246332366
PRAS40_pT246.R.V_GBL1033737 4.91124139239957 4.91124139239957 0.00243991935651717
mTOR.R.V_GBL1033803 5.19280382496056 5.19280382496056 3.28433612889839e-05
MIG6.M.V_GBL1033905 5.42500281723115 5.42500281723115 1.02577684783319e-06
mTOR_pS2448.R.C_GBL1033804 5.95396984947315 5.95396984947315 0.0052295462986313
Mcl.1.R.V_GBL1033861 7.55550927537111 7.55550927537111 6.88564649609614e-06
